Key,Source,type,ko,en,es,zh-cn,zh-tw
toast204,이미 탈퇴한 파티원입니다.,,이미 탈퇴한 파티원입니다.,The party member already left.,El miembro del grupo salió.,该队员已退出队伍。,其為已退出的隊員。
toast208,마을로 이동하여 파티를 탈퇴합니다.,,마을로 이동하여 파티를 탈퇴합니다.,Go to town to leave the party.,Ve al pueblo y abandona el grupo.,因移动到村庄，将退出队伍。,因移動到村莊，退出了隊伍。
toast209,파티 정보가 수정됐습니다.,,파티 정보가 수정됐습니다.,The party info was edited.,La información del grupo fue editada.,队伍信息修改成功。,已修正隊伍資訊。
toast210,%s님이 파티에 참가하였습니다!,,%s님이 파티에 참가하였습니다!,%s joined the party!,¡%s se unió al grupo!,%s已加入队伍！,%s已加入隊伍！
toast211,파티에 속해있지 않은 유저입니다.,,파티에 속해있지 않은 유저입니다.,That player is not in a party.,El jugador no está en un grupo.,该玩家不是队伍成员。,該玩家非隊伍成員。
toast214,파티 가입 요청이 거절됐습니다.,,파티 가입 요청이 거절됐습니다.,The party join request was declined.,La solicitud para unirse al grupo fue rechazada.,你被拒绝加入队伍。,加入隊伍請求被拒絕。
toast222,더 이상 레벨 업 할 수 없는 펫입니다.,,더 이상 레벨 업 할 수 없는 펫입니다.,That pet cannot be leveled further.,La mascota no puede subir más de nivel.,该宠物无法再升级。,無法再升級的寵物。
toast223,펫 인벤토리의 여유 공간이 부족합니다.,,펫 인벤토리의 여유 공간이 부족합니다.,Not enough space in your pet inventory.,No tienes suficiente espacio en el inventario de mascotas.,宠物背包的剩余空间不足。,寵物背包的剩餘空間不足。
toast224,다이아가 부족합니다.,,다이아가 부족합니다.,Not enough Diamonds.,Diamantes insuficientes.,钻石不足。,鑽石不足。
toast225,이미 최대 레벨에 도달한 펫입니다.,,이미 최대 레벨에 도달한 펫입니다.,That pet already reached max level.,La mascota ya alcanzó el nivel máximo.,该宠物已达到最高等级。,已達到最高等級的寵物。
toast226,선택된 재료 펫이 없습니다.,,선택된 재료 펫이 없습니다.,No material pet selected.,No seleccionaste ninguna mascota como material.,尚未选择材料宠物。,沒有已選擇的材料寵物。
toast227,더 이상 재료 펫이 필요하지 않습니다.,,더 이상 재료 펫이 필요하지 않습니다.,You don't need a material pet anymore.,Ya no necesitas una mascota de material.,不需要更多的材料宠物。,不需要更多的材料寵物。
toast228,장착 중인 펫은 재료로 사용할 수 없습니다.,,장착 중인 펫은 재료로 사용할 수 없습니다.,You cannot use equipped pets as materials.,No puedes usar mascotas equipadas como material.,无法将佩戴中的宠物用作材料。,裝備中的寵物無法作為材料使用。
toast229,등록된 펫이 없습니다.,,등록된 펫이 없습니다.,No registered pets.,No tienes mascotas registradas.,尚未添加宠物。,沒有已登錄的寵物。
toast230,이미 장착할 수 있는 모든 펫을 장착했습니다.,,이미 장착할 수 있는 모든 펫을 장착했습니다.,All pets are already equipped.,Ya equipaste todas las mascotas que puedes equipar.,你已佩戴了可佩戴的所有宠物。,已裝備了可裝備的所有寵物。
toast231,무기 인벤토리의 여유 공간이 부족합니다.,,무기 인벤토리의 여유 공간이 부족합니다.,Not enough space in your weapon inventory.,No tienes suficiente espacio en el inventario de armas.,武器背包的剩余空间不足。,武器背包的剩餘空間不足。
toast233,치장 인벤토리의 여유 공간이 부족합니다.,,치장 인벤토리의 여유 공간이 부족합니다.,Not enough space in your decoration inventory.,No tienes suficiente espacio en el inventario de decoraciones.,装饰背包的剩余空间不足。,裝飾背包的剩餘空間不足。
toast235,기타 인벤토리의 여유 공간이 부족합니다.,,기타 인벤토리의 여유 공간이 부족합니다.,Not enough space in your misc. inventory.,No tienes suficiente espacio en el inventario de varios.,其他背包的剩余空间不足。,其他背包的剩餘空間不足。
toast236,특성을 리셋했습니다.,,특성을 리셋했습니다.,Attributes have been reset.,Se restablecieron los atributos.,天赋已重置。,特性已重置。
toast237,보유한 다이아가 부족합니다.,,보유한 다이아가 부족합니다.,You don't have enough Diamonds.,No tienes suficientes diamantes.,持有的钻石不足。,持有的鑽石不足。
toast238,특성을 한 개도 배우지 않은 상태에서는 리셋이 불가능합니다.,,특성을 한 개도 배우지 않은 상태에서는 리셋이 불가능합니다.,Cannot reset if you have no Attributes.,No se puede restablecer cuando no has aprendido ningún atributo.,在尚未学习任何天赋的状态下无法重置。,在尚未學習任何特性的狀態下無法重置。
toast239,레벨 2 이상의 방어구는 도감에 등록할 수 없습니다. 방어구 초기화를 먼저 진행해주세요.,,레벨 2 이상의 방어구는 도감에 등록할 수 없습니다. 방어구 초기화를 먼저 진행해주세요.,You can't register level 2+ armor to the codex. Please reset your armor first.,No puedes registrar una armadura de nivel +2 en el códice. Por favor reinicia la armadura primero.,无法将2级以上的防具添加到图鉴。请先重置防具。,無法將2級以上的防具登錄到圖鑑。請先進行防具重置。
toast240,더 이상 등록할 수 없습니다,,더 이상 등록할 수 없습니다,Cannot register any more.,Ya no puedes registrar más.,无法再添加。,無法再登錄。
toast241,무기 창고에 남은 무기가 1개인 상태에서는 등록할 수 없습니다.,,무기 창고에 남은 무기가 1개인 상태에서는 등록할 수 없습니다.,Cannot register when there is 1 weapon left in Weapon Storage.,No se puede registrar cuando hay solo 1 arma restante en el almacén de armas.,武器仓库中只剩1个武器时无法添加。,武器倉庫中只剩餘1個武器時，則無法登錄。
toast242,잠금 상태의 무기는 도감에 등록할 수 없습니다.,,잠금 상태의 무기는 도감에 등록할 수 없습니다.,Cannot register locked weapons in the codex.,No se pueden registrar las armas en el códex.,无法将处于锁定状态的武器添加到图鉴。,無法將鎖定狀態的武器登錄到圖鑑上。
toast243,%s의 효과가 적용되기 시작합니다.,,%s의 효과가 적용되기 시작합니다.,%s effect applied.,Se aplicaron los efectos de %s.,即将适用%s效果。,開始套用%s效果。
toast244,펫이 %d 레벨이 됐습니다!,,펫이 %d 레벨이 됐습니다!,The pet reached level %d!,¡La mascota llegó al nivel %d!,宠物已成为%d级！,寵物已成為%d級！
toast246,올바르지 않은 ID,,올바르지 않은 ID,Incorrect ID,ID incorrecto,ID无效,不正確的ID
toast247,펫을 장착할 수 있는 여분의 슬롯이 없습니다. 장착 중인 펫을 해제해주세요.,,펫을 장착할 수 있는 여분의 슬롯이 없습니다. 장착 중인 펫을 해제해주세요.,No extra slots to equip pets. Please remove the equipped pet.,No hay espacios adicionales para equipar mascotas. Por favor retira a la mascota equipada.,没有可佩戴宠物的剩余插槽。请解除佩戴中的宠物。,沒有可以裝備寵物的多餘欄位。請解除裝備中的寵物。
toast248,무기 창고의 여유 공간이 부족합니다.,,무기 창고의 여유 공간이 부족합니다.,Not enough space in your Weapon Storage.,No tienes suficiente espacio en el almacén de armas.,武器仓库的剩余空间不足。,武器倉庫的剩餘空間不足。
toast251,퀘스트를 완료할 수 없습니다.,,퀘스트를 완료할 수 없습니다.,Cannot complete the quest.,No se puede completar la misión.,无法完成委托。,無法完成課題。
toast253,퀘스트를 취소할 수 없습니다.,,퀘스트를 취소할 수 없습니다.,Cannot cancel the quest.,No se puede cancelar la misión.,无法取消委托。,無法取消課題。
toast254,퀘스트를 수락할 수 없습니다.,,퀘스트를 수락할 수 없습니다.,Cannot accept the quest.,No se puede aceptar la misión.,无法接受委托。,無法接受課題。
toast256,%s 을(를) %d개 판매하여 %d 메소를 획득했습니다.,,{0} 을(를) {1}개 판매하여 {2} 메소를 획득했습니다.,Sold {0} x{1} and got {2} Mesos.,Vendiste {0} x{1} y obtuviste {2} mesos.,成功出售{1}个{0}，已获得{2}枫币。,販賣{0}{1}個後獲得了{2}楓幣。
toast263,유효하지 않은 아이템을 판매 시도했습니다.,,유효하지 않은 아이템을 판매 시도했습니다.,You tried to sell an invalid item.,Intentaste vender un artículo inválido.,你试图出售了无效的道具。,試圖了販賣無效的道具。
toast264,보유한 수량이 부족해 사용할 수 없습니다.,,보유한 수량이 부족해 사용할 수 없습니다.,Not enough to use.,No es una cantidad suficiente.,持有的数量不足，无法使用。,持有的數量不足，無法使用。
toast266,보유 수량보다 많은 아이템을 판매하려 시도했습니다.,,보유 수량보다 많은 아이템을 판매하려 시도했습니다.,You tried to sell more items than you own.,Intentaste vender más artículos de los que tienes.,你试图出售了比持有数量更多的道具。,試圖販賣比持有數量更多的道具。
toast267,더 이상 무기를 보유할 수 없습니다.,,더 이상 무기를 보유할 수 없습니다.,Cannot own more weapons.,No puedes equipar más armas.,无法持有更多武器。,無法持有更多武器。
toast269,부활권 사용에 실패했습니다.,,부활권 사용에 실패했습니다.,Failed to use the Revival Coupon.,No pudiste usar el cupón de resurrección.,复活券使用失败。,復活券使用失敗。
toast270,%s 을(를) %d개 사용했습니다.,,{0} 을(를) {1}개 사용했습니다.,You used {0} x{1}.,Usaste {0} x{1}.,已使用{1}个{0}。,已使用{0}\{1\個}。
toast272,인벤토리가 부족해 사용이 중단됐습니다.,,인벤토리가 부족해 사용이 중단됐습니다.,You don't have the inventory space to use this.,Ya no se puede usar porque no tienes suficiente en el inventario.,背包不足，已停止使用。,背包不足，使用已中斷。
toast273,다음의 아이템들의 사용 기간이 만료되어 삭제됐습니다.,,다음의 아이템들의 사용 기간이 만료되어 삭제됐습니다.,The following items have expired and been deleted.,Los siguientes artículos fueron eliminados porque el periodo de uso ya terminó.,以下道具的使用期限已满，已被删除。,如下道具的使用期限已滿，故被刪除。
toast274,더 이상 증가시킬 수 없습니다.,,더 이상 증가시킬 수 없습니다.,Cannot increase any more.,No puedes aumentar más.,无法再增加。,無法再增加。
toast275,더 이상 감소시킬 수 없습니다.,,더 이상 감소시킬 수 없습니다.,Cannot decrease any more.,No puedes reducir más.,无法再减少。,無法再減少。
toast276,투자된 포인트가 없습니다.,,투자된 포인트가 없습니다.,No points invested.,No tienes puntos invertidos.,没有投资的点数。,沒有投資的點數。
toast277,스탯포인트 분배가 적용되었습니다.,,스탯포인트 분배가 적용되었습니다.,Distributed Stat Points.,No tienes puntos de parámetros distribuidos.,已适用分配的属性点数。,已套用分配的屬性點數。
toast279,현재 투자된 스탯 포인트가 없습니다.,,현재 투자된 스탯 포인트가 없습니다.,No Stat Points have been invested.,No tienes puntos de parámetros invertidos.,目前没有投资的属性点数。,目前沒有投資的屬性點數。
