Key,Source,Note,ko,en,es,zh-cn,zh-tw
RuneCard_RC20062_Desc,"그림자 시너지가 활성화된 상태일 때, 모든 아군 그림자 유닛의 공격속도가 <color=#00e58a>30%</color> 증가합니다. 또한 쉐도우 파트너의 공격력, 마력, 체력이 주인 캐릭터의 <color=#00e58a>100%</color>로 적용됩니다.",Default Text,"그림자 시너지가 활성화된 상태일 때, 모든 아군 그림자 유닛의 공격속도가 <color=#00e58a>30%</color> 증가합니다. 또한 쉐도우 파트너의 공격력, 마력, 체력이 주인 캐릭터의 <color=#00e58a>100%</color>로 적용됩니다.","When the Shadow Synergy is active, all allied Shadow units' Attack Speed increases by <color=#00e58a>30%</color>. Also applies <color=#00e58a>100%</color> of each Shadow Partner's Attack, Magic Attack, and HP to their owner.","Cuando la sinergia de Sombra está activa, aumenta la Velocidad de ataque de todas las unidades aliadas de Sombra un <color=#00e58a>30 %</color>. También aplica <color=#00e58a>100 %</color> del ataque, ataque mágico de cada compañero sombrío, y PV a su dueño.",当暗影协同效果处于激活状态时，所有我军暗影单位的攻击速度增加<color=#00e58a>30%</color>。此外，暗影拍档的攻击力、魔力和血量成为主人角色的<color=#00e58a>100%</color>。,影子連鎖效果為啟動狀態時，所有我軍影子英雄的攻擊速度增加<color=#00e58a>30%</color>。另外影分身的攻擊力、魔力、體力會套用主人角色的<color=#00e58a>100%</color>。
RuneCard_RC20065_Desc,"저격수 시너지가 활성화된 상태일 때 아군 저격수들의 공격 사거리가 추가로 <color=#00e58a>1</color> 더 증가하고, 시너지 효과의 공격 주기가 <color=#00e58a>0.5초</color> 짧아집니다.",Default Text,"저격수 시너지가 활성화된 상태일 때 아군 저격수들의 공격 사거리가 추가로 <color=#00e58a>1</color> 더 증가하고, 시너지 효과의 공격 주기가 <color=#00e58a>0.5초</color> 짧아집니다.","When the Sniper Synergy is active, additionally increases the Attack Range of ally Snipers by <color=#00e58a>1</color> and reduces the Synergy effect's attack intervals by <color=#00e58a>0.5 sec</color>.","Cuando la sinergia de francotirador está activa, aumenta adicionalmente el rango de ataque de los francotiradores aliados en <color=#00e58a>1</color> y reduce los intervalos de ataque de los efectos de la sinergia en <color=#00e58a>0,5 s</color>.",当狙击手协同效果处于激活状态时，我军狙击手的攻击射程额外增加<color=#00e58a>1</color>，且协同效果的攻击周期减少<color=#00e58a>0.5秒</color>。,狙擊手連鎖效果為啟用狀態時，我軍狙擊手攻擊射程額外增加<color=#00e58a>1</color>，連鎖效果效果攻擊週期減少<color=#00e58a>0.5秒</color>。
RuneCard_RC20060_Desc,"책사 시너지가 활성화된 상태라면 책사 유닛의 최대 마나가 <color=#00e58a>10</color> 감소하고, 전투 시작 직후 5초에 걸쳐 <color=#00e58a>120</color>의 마나를 회복합니다.",Default Text,"책사 시너지가 활성화된 상태라면 책사 유닛의 최대 마나가 <color=#00e58a>10</color> 감소하고, 전투 시작 직후 5초에 걸쳐 <color=#00e58a>120</color>의 마나를 회복합니다.","When the Tactician Synergy is active, decreases the Max Mana of Tactician units by <color=#00e58a>10</color> and restores <color=#00e58a>120</color> Mana over 5 sec immediately after the start of battle.","Cuando la sinergia de Estratega está activa, reduce el maná máximo de las unidades de Estratega en <color=#00e58a>10</color> and restores <color=#00e58a>120</color> de maná durante 5 s inmediatamente después del inicio de la batalla.",当策士协同效果处于激活状态时，策士单位的最大魔量减少<color=#00e58a>10</color>点，且战斗开始时在5秒内恢复<color=#00e58a>120</color>魔量。,啟動策士連鎖效果狀態的話，策士英雄的最大魔力減少<color=#00e58a>10</color>，戰鬥開始後5秒內恢復<color=#00e58a>120</color>的魔力。
RuneCard_RC20058_Desc,"선봉장 시너지가 활성화된 상태일 때, 선봉장 유닛들은 <b>체력이 50% 이하가 되면</b> 4초간 입는 피해량이 <color=#00e58a>30%</color> 감소합니다.",Default Text,"선봉장 시너지가 활성화된 상태일 때, 선봉장 유닛들은 <b>체력이 50% 이하가 되면</b> 4초간 입는 피해량이 <color=#00e58a>30%</color> 감소합니다.","When the Vanguard Synergy is active, Vanguard units gain <color=#00e58a>30%</color> Damage Reduction for 4 sec whenever <b>their HP reaches 50% or lower</b>.","Cuando la sinergia de Vanguardia está activa, las unidades de Vanguardia reciben un <color=#00e58a>30 %</color> de reducción de daño durante 4 s cada vez que <b>sus PV llegan a un 50 % o menos</b>.",当先锋官协同效果处于激活状态时，如果先锋官单位的<b>血量处于50%以下</b>，则在4秒内受到的伤害量减少<color=#00e58a>30%</color>。,先鋒連鎖效果為啟動狀態時，先鋒英雄<b>體力為50%以下時，</b>4秒內受到的受到傷害量會減少<color=#00e58a>30%</color>。
RuneCard_RC20047_Desc,"빅토리아 아일랜드 시너지가 활성화된 상태일 때, <b>가장 마지막까지 살아남은 빅토리아 아일랜드 유닛</b>은 <color=#00e58a>한 번 더 부활</color>합니다.",Default Text,"빅토리아 아일랜드 시너지가 활성화된 상태일 때, <b>가장 마지막까지 살아남은 빅토리아 아일랜드 유닛</b>은 <color=#00e58a>한 번 더 부활</color>합니다.","When the Victoria Island Synergy is active, <b>the last Victoria Island unit to be defeated</b> gains <color=#00e58a>1 additional revival</color>.","Cuando se activa la sinergia de isla Victoria, <b>la última unidad de isla Victoria en ser derrotada</b> obtiene <color=#00e58a>1 resurrección adicional</color>.",当金银岛协同效果处于激活状态时，<b>存活到最后的金银岛单位</b>会<color=#00e58a>再次复活一次</color>。,維多利亞島連鎖效果為啟用狀態時，<b>存活到最後一刻的最後一位維多利亞島英雄</b>將<color=#00e58a>再復活一次</color>。
RuneCard_RC20069_Desc,"미우미우 시너지가 활성화된 상태일 때, 미우미우 유닛의 마력이 <color=#71E2FF>15%</color> 증가하며 마나 소모량이 감소된 상태로 전투를 시작합니다.",Default Text,"미우미우 시너지가 활성화된 상태일 때, 미우미우 유닛의 마력이 <color=#71E2FF>15%</color> 증가하며 마나 소모량이 감소된 상태로 전투를 시작합니다.","When the Vulpes Synergy is active, increases the Magic Attack of Vulpes units by <color=#71E2FF>15%</color> and starts the battle with reduced Mana consumption.","Cuando la sinergia de Vulpes está activa, aumenta el Ataque mágico de las unidades de Vulpes un <color=#71E2FF>15 %</color> y empieza la batalla con un consumo de maná reducido.",当米乌米乌协同效果处于激活状态时，米乌米乌单位的魔力增加<color=#71E2FF>15%</color>，并以魔量消耗量减少的状态开始战斗。,咪嗚咪嗚連鎖效果為啟動狀態時，咪嗚咪嗚英雄的魔力增加<color=#71E2FF>15%</color>，法力消耗量為減少狀態開始戰鬥。
RuneCard_RC10010_Desc,완성 아이템을 제작할 때마다 <color=#00e58a>5코인</color>을 얻습니다. (라운드 당 1회 제한),Default Text,완성 아이템을 제작할 때마다 <color=#00e58a>5코인</color>을 얻습니다. (라운드 당 1회 제한),"When you craft a completed item, obtain <color=#00e58a>5 Coins</color>. (Limited to once per round.)","Al crear un objeto completo, obtienes <color=#00e58a>5 monedas</color>. (Puede usarse solo una vez por ronda).",每当制作完成道具时获得<color=#00e58a>5硬币</color>。（每回合仅限1次）,每當製作完成道具時，獲得<color=#00e58a>5硬幣</color>。(每回合限制1次)
TutorialPinkbeanMessage_0007,다른 캐릭터들도 모두 전장에 배치해 보자.\n<드래그>해서 전장에 놓는 것 잊지 말고!!,Default Text,다른 캐릭터들도 모두 전장에 배치해 보자.\n<드래그>해서 전장에 놓는 것 잊지 말고!!,"While you're at it, place your other characters in the Battle area, too.\nJust drag them to the battlefield!","Mientras tanto, también coloca a tus otros personajes en el área de batalla.\n¡Simplemente arrástralos al campo de batalla!",把剩下的其他角色也都部署在战场上试试。\n记得要用<拖拽>方式放在战场上！,也把其他角色通通配置到戰場上吧。\n別忘了<拖曳>放置到戰場！
CoachShop_HasCoach,이미 보유한 코치입니다.,Default Text,이미 보유한 코치입니다.,You already have this Coach.,Ya tienes a este entrenador.,你已持有该教练。,觀看持有中的教練
OutgameRules_CoachShop_001,코치 상점에서는 코치를 확정적으로 영입할 수 있습니다!,Default Text,코치 상점에서는 코치를 확정적으로 영입할 수 있습니다!,You are guaranteed to recruit a Coach at the Coach Shop!,¡Se te garantiza poder reclutar a un entrenador en la tienda de entrenadores!,教练商店中可以确定招到教练！,可在教練商店中確定招募教練！
TutorialPinkbeanMessage_0042,시너지는 여러 가지를 동시에 활성화할 수 있어.\n시너지가 많을수록 팀이 더욱 강해지니 명심해!,Default Text,시너지는 여러 가지를 동시에 활성화할 수 있어.\n시너지가 많을수록 팀이 더욱 강해지니 명심해!,"You can activate multiple Synergies at once.\nAnd the more Synergies you have, the stronger your team will be!","Puedes activar varias sinergias a la vez.\n¡Cuantas más sinergias tengas, más fuerte será tu equipo!",你可以同时激活多个协同效果。\n要记住，协同效果越多，队伍就越强！,連鎖效果可以同時啟用好幾個，\n記住，連鎖效果越多，隊伍就會變得越強大！
IngameRules_Reroll_004,캐릭터 상점과 룬 카드 상점은 코인을 소모하여 새로고침할 수도 있습니다.\n원하는 캐릭터나 룬 카드를 찾을 때는 수동 새로고침으로 찾아보세요!,Default Text,캐릭터 상점과 룬 카드 상점은 코인을 소모하여 새로고침할 수도 있습니다.\n원하는 캐릭터나 룬 카드를 찾을 때는 수동 새로고침으로 찾아보세요!,You can also spend Coins to manually refresh the Character Shop or Rune Card Shop.\nThis is a great way to find the character or Rune Card you're looking for.,También puedes gastar monedas para actualizar la tienda de personajes o la tienda de cartas de runas de forma manual.\nEsta es una excelente forma de encontrar el personaje o la carta de runas que estás buscando.,角色商店和符文卡牌商店也可以用硬币进行刷新。\n在寻找特定角色或符文卡牌时，可手动刷新获得！,角色商店和符文卡商店可消耗硬幣進行更新。\n想尋找心儀的角色或符文卡時，請手動更新！
IngameRules_Item_002,"아이템은 캐릭터에게 장착하거나 사용하여, 캐릭터를 강화하거나 활용할 수 있는 요소입니다. 주로 아이템 상점을 통해 구매하거나, 룬 카드 효과를 통해 획득할 수 있습니다.",Default Text,"아이템은 캐릭터에게 장착하거나 사용하여, 캐릭터를 강화하거나 활용할 수 있는 요소입니다. 주로 아이템 상점을 통해 구매하거나, 룬 카드 효과를 통해 획득할 수 있습니다.",You can equip items to characters to enhance them. You can purchase items in the Item Shop or get them from Rune Card effects.,Puedes equipar artículos a los personajes para mejorarlos. Puedes comprar artículos en la tienda de artículos u obtenerlos a partir de los efectos de las cartas de runas.,给角色使用或佩戴道具时，可以强化角色或让角色占据优势。道具主要可以在道具商店购买，或者通过符文卡牌的效果获得。,道具是配戴或用於角色的物品，是強化或利用角色的要素。通常可透過道具商店購買或透過符文卡效果獲得。
IngameRules_Coin_005,"코인과 관련된 시너지, 룬 카드, 코치 등의 효과로 코인을 얻을 수 있습니다.\n코인을 지급하는 룬 카드를 적극적으로 모아, 짧은 시간에 많은 코인을 얻을 수도 있습니다.",Default Text,"코인과 관련된 시너지, 룬 카드, 코치 등의 효과로 코인을 얻을 수 있습니다.\n코인을 지급하는 룬 카드를 적극적으로 모아, 짧은 시간에 많은 코인을 얻을 수도 있습니다.","You can get Coins from Synergy, Rune Cards, or certain Coaches.\nYou can also collect Rune Cards that grant Coins to earn a bunch in a short time.","Puedes obtener monedas mediante sinergias, cartas de runas o ciertos entrenadores.\nTambién puedes recolectar cartas de runas que otorgan monedas para ganar un montón en poco tiempo.",通过与硬币相关的协同效果、符文卡牌和教练等效果，可以获得硬币。\n积极收集发放硬币的符文卡牌，有可能在短时间内快速积累大量硬币。,可透過和硬幣相關的連鎖效果、符文卡、教練等效果獲得硬幣。\n積極收集獲取硬幣的符文卡，即可在短時間內獲得大量硬幣。
Coach_Desc43,룬 카드 보유 한도 {0},Default Text,룬 카드 보유 한도 {0},You can have {0} Rune Cards.,Puedes tener {0} cartas de runa.,符文卡牌持有上限{0},符文卡持有限制{0}
IngameRules_RuneCardShop_002,룬 카드 상점에서는 룬 카드를 구매할 수 있습니다.\n룬 카드 상점에는 총 2장이 상점에 진열됩니다.\n현재 보유한 룬 카드는 상점 목록에 뜨지 않습니다.,Default Text,룬 카드 상점에서는 룬 카드를 구매할 수 있습니다.\n룬 카드 상점에는 총 2장이 상점에 진열됩니다.\n현재 보유한 룬 카드는 상점 목록에 뜨지 않습니다.,You can purchase Rune Cards at the Rune Card Shop.\nThe Rune Card Shop displays a total of 2 cards.\nAny Rune Cards you currently hold will not appear in the shop's listings.,Puedes comprar cartas de runas en la tienda de cartas de runas.\nLa tienda de cartas de runas muestra un total de 2 cartas.\nLas cartas de runas que tengas actualmente no aparecerán en los listados de la tienda.,符文卡牌商店中可以购买符文卡牌。\n符文卡牌商店中，通常会上架2张符文卡牌。\n已持有的符文卡牌不会出现在商店列表中。,可於符文卡商店購買符文卡。\n符文卡商店裡總共會展示出2張符文卡。\n目前已持有的符文卡將不會出現在商店清單。
